,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,BBANDS_5days_1.5STD_upper,BBANDS_5days_1.5STD_middle,BBANDS_5days_1.5STD_lower,BBANDS_5days_2STD_upper,BBANDS_5days_2STD_middle,BBANDS_5days_2STD_lower,BBANDS_5days_2.5STD_upper,BBANDS_5days_2.5STD_middle,BBANDS_5days_2.5STD_lower,BBANDS_10days_1.5STD_upper,BBANDS_10days_1.5STD_middle,BBANDS_10days_1.5STD_lower,BBANDS_10days_2STD_upper,BBANDS_10days_2STD_middle,BBANDS_10days_2STD_lower,BBANDS_10days_2.5STD_upper,BBANDS_10days_2.5STD_middle,BBANDS_10days_2.5STD_lower,BBANDS_30days_1.5STD_upper,BBANDS_30days_1.5STD_middle,BBANDS_30days_1.5STD_lower,BBANDS_30days_2STD_upper,BBANDS_30days_2STD_middle,BBANDS_30days_2STD_lower,BBANDS_30days_2.5STD_upper,BBANDS_30days_2.5STD_middle,BBANDS_30days_2.5STD_lower,BBANDS_90days_1.5STD_upper,BBANDS_90days_1.5STD_middle,BBANDS_90days_1.5STD_lower,BBANDS_90days_2STD_upper,BBANDS_90days_2STD_middle,BBANDS_90days_2STD_lower,BBANDS_90days_2.5STD_upper,BBANDS_90days_2.5STD_middle,BBANDS_90days_2.5STD_lower,BBANDS_180days_1.5STD_upper,BBANDS_180days_1.5STD_middle,BBANDS_180days_1.5STD_lower,BBANDS_180days_2STD_upper,BBANDS_180days_2STD_middle,BBANDS_180days_2STD_lower,BBANDS_180days_2.5STD_upper,BBANDS_180days_2.5STD_middle,BBANDS_180days_2.5STD_lower,BBANDS_270days_1.5STD_upper,BBANDS_270days_1.5STD_middle,BBANDS_270days_1.5STD_lower,BBANDS_270days_2STD_upper,BBANDS_270days_2STD_middle,BBANDS_270days_2STD_lower,BBANDS_270days_2.5STD_upper,BBANDS_270days_2.5STD_middle,BBANDS_270days_2.5STD_lower,BBANDS_365days_1.5STD_upper,BBANDS_365days_1.5STD_middle,BBANDS_365days_1.5STD_lower,BBANDS_365days_2STD_upper,BBANDS_365days_2STD_middle,BBANDS_365days_2STD_lower,BBANDS_365days_2.5STD_upper,BBANDS_365days_2.5STD_middle,BBANDS_365days_2.5STD_lower,DEMA_5days,EMA_5days,SMA_5days,KAMA_5days,WMA_5days,TRIMA_5days,DEMA_10days,EMA_10days,SMA_10days,KAMA_10days,WMA_10days,TRIMA_10days,DEMA_30days,EMA_30days,SMA_30days,KAMA_30days,WMA_30days,TRIMA_30days,DEMA_90days,EMA_90days,SMA_90days,KAMA_90days,WMA_90days,TRIMA_90days,DEMA_180days,EMA_180days,SMA_180days,KAMA_180days,WMA_180days,TRIMA_180days,DEMA_270days,EMA_270days,SMA_270days,KAMA_270days,WMA_270days,TRIMA_270days,DEMA_365days,EMA_365days,SMA_365days,KAMA_365days,WMA_365days,TRIMA_365days,ADX_5days,ADXR_5days,AROONOSC_5days,DX_5days,MFI_5days,MOM_5days,RSI_5days,WILLR_5days,ADX_10days,ADXR_10days,AROONOSC_10days,DX_10days,MFI_10days,MOM_10days,RSI_10days,WILLR_10days,ADX_30days,ADXR_30days,AROONOSC_30days,DX_30days,MFI_30days,MOM_30days,RSI_30days,WILLR_30days,ADX_90days,ADXR_90days,AROONOSC_90days,DX_90days,MFI_90days,MOM_90days,RSI_90days,WILLR_90days,ADX_180days,ADXR_180days,AROONOSC_180days,DX_180days,MFI_180days,MOM_180days,RSI_180days,WILLR_180days,ADX_270days,ADXR_270days,AROONOSC_270days,DX_270days,MFI_270days,MOM_270days,RSI_270days,WILLR_270days,ADX_365days,ADXR_365days,AROONOSC_365days,DX_365days,MFI_365days,MOM_365days,RSI_365days,WILLR_365days,MACD_macd,MACD_macdsignal,MACD_macdhist,MAMA_mama,MAMA_fama,HT_TRENDLINE,SAR,SAREXT,ULTOSC,BOP,APO,PPO,CDLDOJI,CDLLONGLEGGEDDOJI,CDLRICKSHAWMAN
894,002049.SZ,20160714,42.99,43.28,42.44,42.6,43.3,-0.7,-1.62,80710.39,344876.8906,43.37079134121907,42.663999999999945,41.95720865878082,43.606388454958775,42.663999999999945,41.721611545041114,43.84198556869848,42.663999999999945,41.486014431301406,44.51880927613292,43.29199999999999,42.065190723867055,44.92774570151057,43.29199999999999,41.65625429848941,45.336682126888206,43.29199999999999,41.24731787311177,45.10735929227625,42.83666666666666,40.56597404105707,45.86425683414612,42.83666666666666,39.8090764991872,46.62115437601598,42.83666666666666,39.05217895731734,50.50995499365748,41.78555555555557,33.061156117453656,53.41808813969145,41.78555555555557,30.153022971419688,56.326221285725424,41.78555555555557,27.244889825385716,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.588378708703395,42.82587397874904,42.663999999999945,42.53175944130825,42.667333333333076,42.55666666666745,42.88536550391734,43.04744311631174,43.29199999999999,42.53784903142775,42.96672727272702,43.21566666666709,43.57714267597319,42.28883611253572,42.83666666666666,41.68365278756952,43.16105376344086,43.07658333333338,,42.344484855548195,41.78555555555557,38.01732790139635,40.73249084249084,39.30108695652167,,,,,,,,,,,,,,,,,,,32.32249151539661,32.32249151539661,-40.0,29.974653433059096,41.13787768189863,-0.3999999999999986,42.190505370927916,-37.685459940652734,16.332440310282532,16.332440310282532,-50.0,15.812923037664534,29.328167625423045,-1.3500000000000014,48.18064958027769,-54.048140043763645,9.506114561200018,9.506114561200018,36.66666666666667,0.4435815905233789,57.828266114861684,1.5600000000000023,52.04540596554506,-44.87179487179483,,,-50.0,9.252669662180127,56.33051533700253,-15.600000000000001,53.38845393247191,-69.69696969696969,,,,,,,,,,,,,,,,,,,,,,,,,0.5777360132856799,0.9314308927571074,-0.3536948794714275,43.27405335596601,42.66387560905015,43.56482352941176,40.5,40.5,44.75702418085511,-0.4642857142857131,0.568525641025694,1.3254722620756858,0,0,0
893,002049.SZ,20160715,42.42,42.8,41.5,41.57,42.6,-1.03,-2.42,85877.0,359754.5812,43.22517628262791,42.35999999999994,41.49482371737197,43.51356837683724,42.35999999999994,41.20643162316264,43.80196047104656,42.35999999999994,40.91803952895332,44.48402482310669,43.06899999999998,41.653975176893276,44.95569976414225,43.06899999999998,41.18230023585771,45.42737470517782,43.06899999999998,40.710625294822144,45.09966579520635,42.804666666666655,40.50966753812696,45.86466550471958,42.804666666666655,39.74466782861373,46.62966521423281,42.804666666666655,38.9796681191005,49.64392767989272,41.554777777777794,33.46562787566287,52.34031098059769,41.554777777777794,30.76924457495789,55.03669428130267,41.554777777777794,28.072861274252915,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.969836032746926,42.40724931916603,42.35999999999994,42.449005384491684,42.3026666666664,42.562222222223006,42.42642321317525,42.77881709516415,43.06899999999998,42.467867070022365,42.6536363636361,42.95566666666709,43.40426511048162,42.24245958914632,42.804666666666655,41.68281975243412,43.07933333333333,43.16375000000004,,42.32746321037131,41.554777777777794,38.13351952675522,40.72775335775335,39.234777777777715,,,,,,,,,,,,,,,,,,,35.321022962746135,35.321022962746135,-40.0,47.315148752144225,24.285403967545097,-1.5200000000000031,30.576056623928906,-63.851351351351354,17.19744983790921,17.19744983790921,-50.0,24.982535586549332,30.324802495411767,-2.229999999999997,41.797533320244696,-76.58643326039386,9.30351587279332,9.30351587279332,36.66666666666667,3.428153908999017,54.44310844646635,-0.9600000000000009,50.28767589528991,-55.876068376068346,,,-50.0,8.414574427095381,55.10598218729886,-20.770000000000003,52.98151400201719,-72.64150943396227,,,,,,,,,,,,,,,,,,,,,,,,,0.41601844812304734,0.8283484038302954,-0.41232995570724806,43.188850688167705,42.676999986028086,43.483705882352936,40.626,40.626,41.731839053117476,-0.6538461538461564,0.35910256410262065,0.8381585050198068,0,0,0
892,002049.SZ,20160718,41.57,41.82,41.0,41.52,41.57,-0.05,-0.12,58967.61,244209.1928,43.21587275538299,42.209999999999944,41.2041272446169,43.551163673844,42.209999999999944,40.868836326155886,43.886454592305014,42.209999999999944,40.533545407694874,44.179905018222115,42.780999999999985,41.382094981777854,44.64620669096283,42.780999999999985,40.91579330903714,45.11250836370354,42.780999999999985,40.44949163629643,45.09832911505909,42.783666666666655,40.46900421827422,45.86988326452323,42.783666666666655,39.69745006881008,46.641437413987376,42.783666666666655,38.92589591934593,48.587492413272564,41.307888888888904,34.028285364505244,51.01402692140045,41.307888888888904,31.601750856377357,53.44056142952834,41.307888888888904,29.17521634824947,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.62272417312772,42.111499546110686,42.209999999999944,42.41021705665526,42.022666666666396,42.34666666666746,42.074356945383435,42.54994125967976,42.780999999999985,42.35002975110827,42.37199999999974,42.69433333333376,43.23909643928458,42.195849293072364,42.783666666666655,41.68181564999963,42.99645161290322,43.23879166666671,,42.30971676618733,41.307888888888904,38.25648062570572,40.726989010989,39.18652173913038,,,,,,,,,,,,,,,,,,,39.20948079724216,39.20948079724216,20.0,54.76331213522625,27.213369723684128,-0.75,30.07369841067012,-65.54054054054045,18.42966349091375,18.42966349091375,-50.0,29.519586367954627,32.81065237674572,-2.8799999999999955,41.50097597589404,-77.68052516411372,9.159910316783225,9.159910316783225,36.66666666666667,4.995349192490508,51.92713955184737,-0.6299999999999955,50.20253240611078,-56.41025641025635,,,-50.0,7.969066625175904,53.75064852024344,-22.22,52.961697356541116,-71.22997884557267,,,,,,,,,,,,,,,,,,,,,,,,,0.280587097091086,0.7187961424824535,-0.4382090453913675,43.10540815375932,42.68771019022137,43.38413725490196,40.74948,40.74948,43.438396770973704,-0.060975609756094076,0.17121794871801654,0.3997653193484408,100,100,100
891,002049.SZ,20160719,41.89,42.28,41.31,42.26,41.52,0.74,1.78,84844.69,355151.164,43.249589915926194,42.24999999999994,41.25041008407369,43.58278655456828,42.24999999999994,40.91721344543161,43.915983193210366,42.24999999999994,40.58401680678952,43.597982108856364,42.542999999999985,41.488017891143606,43.94964281180849,42.542999999999985,41.13635718819148,44.30130351476062,42.542999999999985,40.78469648523935,45.10229559353235,42.79999999999998,40.49770440646762,45.86972745804313,42.79999999999998,39.730272541956836,46.63715932255392,42.79999999999998,38.962840677446046,47.57391091051957,41.087222222222245,34.60053353392492,49.736140473285346,41.087222222222245,32.438303971159144,51.89837003605112,41.087222222222245,30.27607440839337,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8681495496161,42.16099969740712,42.24999999999994,42.408816880952315,42.039333333333055,42.056666666667475,42.06497847040268,42.49722466701071,42.542999999999985,42.34275196171119,42.27727272727246,42.5106666666671,43.17980066588828,42.199988048358016,42.79999999999998,41.6850916338385,42.962666666666664,43.29250000000005,,42.308624090007385,41.087222222222245,38.3834788227253,40.74791452991452,39.157053140096565,,,,,,,,,,,,,,,,,,,37.99174870038924,37.99174870038924,20.0,33.12082031297756,49.77207113558346,0.19999999999999574,46.37352580976921,-48.78048780487815,18.78453741042697,18.78453741042697,-50.0,21.978402686045946,29.5764840557029,-2.3800000000000026,47.613198040092634,-60.888888888888935,8.967859202064139,8.967859202064139,36.66666666666667,3.398376875210629,50.36590322558582,0.4899999999999949,51.46078433696197,-48.5042735042735,,,-48.88888888888889,8.319563899693874,54.70844350738921,-19.86,53.22354417798783,-68.4113300492611,,,,,,,,,,,,,,,,,,,,,,,,,0.23031367850945372,0.6210996496878536,-0.39078597117839986,43.063137746071355,42.69709587911761,43.31539215686274,40.8704904,40.8704904,51.04827955914608,0.38144329896907,-0.09711538461532143,-0.22600943421544362,0,0,0
890,002049.SZ,20160720,42.28,42.47,41.58,41.98,42.26,-0.28,-0.66,80901.58,340491.6713,42.60166549361006,41.98599999999994,41.370334506389824,42.80688732481343,41.98599999999994,41.16511267518645,43.012109156016805,41.98599999999994,40.959890843983075,43.248046572954244,42.36499999999999,41.48195342704573,43.542395430605666,42.36499999999999,41.18760456939431,43.83674428825709,42.36499999999999,40.89325571174289,45.056190935692264,42.75099999999998,40.4458090643077,45.824587914256355,42.75099999999998,39.67741208574361,46.592984892820446,42.75099999999998,38.90901510717952,46.62298189350127,40.88533333333335,35.14768477316543,48.535531413557244,40.88533333333335,33.235135253109455,50.44808093361321,40.88533333333335,31.322585733053486,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.86521087809804,42.10066646493808,41.98599999999994,42.356769845578455,41.949333333333044,41.866666666667484,41.9725853269725,42.40318381846331,42.36499999999999,42.32087667054178,42.17490909090883,42.369000000000426,43.089117057053905,42.1857952710446,42.75099999999998,41.68795416106777,42.90976344086022,43.32200000000004,,42.301401582534695,40.88533333333335,38.48758362466159,40.76753601953601,39.14499516908207,,,,,,,,,,,,,,,,,,,35.224710034937914,35.224710034937914,-60.0,24.156555373132633,42.27859982159895,-1.3200000000000003,41.76854219661757,-57.01754385964928,18.7864648919744,18.7864648919744,-40.0,18.803812225901282,38.902646290852985,-1.7800000000000011,45.60968851182633,-56.08308605341252,8.759954900152998,8.759954900152998,36.66666666666667,2.7307301447299195,48.938464730085286,-1.470000000000006,50.95680571783778,-51.49572649572651,,,-47.77777777777778,8.465171974765363,55.63264215319661,-18.17,53.1104203175822,-54.92321589882567,,,,,,,,,,,,,,,,,,,,,,,,,0.1659648328570711,0.5300726863216971,-0.36410785346462604,43.008980858767785,42.704893003608866,43.269888888888886,40.989080592,40.989080592,54.87019278025591,-0.33707865168539786,-0.43801282051275336,-1.0160625013009634,0,0,0
889,002049.SZ,20160721,41.81,43.85,41.73,43.3,41.98,1.32,3.14,182006.33,780539.1587,43.09670283816511,42.12599999999994,41.155297161834774,43.420270450886825,42.12599999999994,40.83172954911306,43.74383806360855,42.12599999999994,40.50816193639133,43.33506449247152,42.39499999999999,41.45493550752846,43.64841932329536,42.39499999999999,41.14158067670462,43.9617741541192,42.39499999999999,40.82822584588078,45.076886847877795,42.76699999999998,40.45711315212217,45.84684913050373,42.76699999999998,39.687150869496236,46.61681141312967,42.76699999999998,38.917188586870296,46.11667188357569,40.76488888888891,35.41310589420213,47.90059954847129,40.76488888888891,33.62917822930653,49.684527213366884,40.76488888888891,31.84525056441094,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.609992482079114,42.500444309958716,42.12599999999994,42.39002348362118,42.38733333333304,42.072222222223054,42.34734412097469,42.566241306015435,42.39499999999999,42.32923500880123,42.34490909090882,42.26600000000043,43.16996889549518,42.257679447106234,42.76699999999998,41.69710266904294,42.945182795698926,43.343750000000036,,42.323348800500966,40.76488888888891,38.56955941868114,40.82060561660561,39.14993236714971,,,,,,,,,,,,,,,,,,,32.7697073391526,32.7697073391526,60.0,22.94969655601135,70.96083314488074,0.6999999999999957,63.264907159625835,-19.298245614035228,17.089590099893908,17.089590099893908,-20.0,1.8177169711694812,54.724643185085895,0.29999999999999716,55.43286906502895,-16.913946587537115,8.535379771170694,8.535379771170694,36.66666666666667,2.0227010306839426,52.24934843043254,0.4799999999999969,53.19239140895227,-37.3931623931624,,,-46.66666666666667,9.52061890138361,56.21573327782241,-10.840000000000003,53.58076561044126,-32.4566646742379,,,,,,,,,,,,,,,,,,,,,,,,,0.21895687876637737,0.4678495248106332,-0.24889264604425582,43.023531815829394,42.71285897391438,43.22149999999999,41.10529898016,41.10529898016,56.45443079350117,0.7028301886792414,-0.5919871794871057,-1.3718918886797529,0,0,0
888,002049.SZ,20160722,43.0,43.2,41.93,41.97,43.3,-1.33,-3.07,113074.64,481232.7402,43.100261706672356,42.205999999999946,41.31173829332754,43.39834894222983,42.205999999999946,41.01365105777006,43.6964361777873,42.205999999999946,40.715563822212594,43.170387880244455,42.282999999999994,41.39561211975553,43.46618384032595,42.282999999999994,41.09981615967404,43.76197980040743,42.282999999999994,40.80402019959256,45.07732575099826,42.769333333333314,40.461340915668366,45.84665655688658,42.769333333333314,39.69201010978005,46.615987362774895,42.769333333333314,38.922679303891734,45.89353794604892,40.6897777777778,35.486017609506675,47.62812466880597,40.6897777777778,33.75143088674963,49.36271139156301,40.6897777777778,32.01684416399259,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.278785141395254,42.32362953997248,42.205999999999946,42.383005289354955,42.33533333333303,42.283333333334184,42.19003904519187,42.45783379583081,42.282999999999994,42.32094891507216,42.267636363636086,42.1896666666671,43.0751890001228,42.2391194827768,42.769333333333314,41.698293924774354,42.89376344086022,43.353166666666695,,42.31558289279765,40.6897777777778,38.60881573045418,40.84709157509157,39.16891787439609,,,,,,,,,,,,,,,,,,,30.805705182524356,30.805705182524356,60.0,22.949696556011354,67.13261859301221,0.3999999999999986,43.18606325268105,-65.96491228070181,15.562402787021465,15.562402787021465,-20.0,1.8177169711694863,44.73659873556993,-1.1200000000000045,46.109797894037044,-56.11940298507468,8.318290479821137,8.318290479821137,36.66666666666667,2.0227010306839435,52.63305959364283,0.07000000000000028,50.77968996627993,-51.60256410256409,,,-45.55555555555556,9.520618901383614,55.822999885247825,-6.759999999999998,53.038685556699896,-32.63513513513513,,,,,,,,,,,,,,,,,,,,,,,,,0.15188276227063113,0.4046561723026328,-0.25277341003200166,42.49676590791469,42.65883570741446,43.168847953216364,41.2191930005568,41.2191930005568,46.18429486685221,-0.811023622047243,-0.7403846153845492,-1.715823907443403,0,0,0
887,002049.SZ,20160725,41.54,42.03,41.0,41.2,41.97,-0.77,-1.83,83889.82,347810.42100000003,43.15892477598964,42.14199999999994,41.12507522401024,43.49789970131954,42.14199999999994,40.78610029868034,43.83687462664944,42.14199999999994,40.44712537335044,43.18869886936046,42.175999999999995,41.16330113063953,43.526265159147286,42.175999999999995,40.825734840852704,43.86383144893411,42.175999999999995,40.48816855106588,44.90560794908555,42.85533333333332,40.80505871758109,45.58903282100295,42.85533333333332,40.12163384566369,46.27245769292036,42.85533333333332,39.43820897374628,45.83808260318578,40.65933333333335,35.48058406348092,47.56433235980327,40.65933333333335,33.754334306863434,49.290582116420744,40.65933333333335,32.02808455024596,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.66949464093629,41.949086359981656,42.14199999999994,42.3692285889727,41.999999999999694,42.36222222222308,41.822916174785455,42.22913674204339,42.175999999999995,42.296223184466335,42.070727272727,42.15333333333377,42.891494257137715,42.17207951614604,42.85533333333332,41.69017863520037,42.792516129032265,43.34133333333337,,42.291064587461435,40.65933333333335,38.62653191328326,40.858305250305236,39.19939130434778,,,,,,,,,,,,,,,,,,,27.074231381398352,27.074231381398352,-40.0,12.148336176894336,64.13203206484684,-0.3200000000000003,35.11973100308973,-92.98245614035078,15.109232211608035,15.109232211608035,70.0,11.030697032887169,46.30668644828871,-1.0700000000000003,41.60819582346982,-79.10447761194021,8.083409612894329,8.083409612894329,36.66666666666667,1.2718644720168866,53.584299782242084,2.5800000000000054,49.43672072970477,-59.82905982905977,,,35.55555555555556,8.657208175326913,56.913534714430625,-2.739999999999995,52.72638404384009,-37.83783783783781,,,,,,,,,,,,,,,,,,,,,,,,,0.03617645718398421,0.33096022927890306,-0.29478377209491885,42.43192761251896,42.653163005042074,43.055283625730986,46.8,46.8,44.563831299684715,-0.3300970873786368,-0.8765384615383951,-2.0320092728811265,0,0,0
886,002049.SZ,20160726,41.36,41.77,41.21,41.66,41.2,0.46,1.12,51407.78,213558.9368,43.07081647585314,42.02199999999994,40.97318352414674,43.42042196780421,42.02199999999994,40.623578032195674,43.770027459755276,42.02199999999994,40.27397254024461,43.1746717479577,42.13599999999999,41.097328252042274,43.520895663943605,42.13599999999999,40.75110433605637,43.86711957992951,42.13599999999999,40.40488042007047,44.62905236009145,42.96533333333333,41.3016143065752,45.18362536901083,42.96533333333333,40.74704129765583,45.7381983779302,42.96533333333333,40.19246828873645,45.83149362503205,40.655000000000015,35.47850637496798,47.556991500042734,40.655000000000015,33.753008499957296,49.282489375053416,40.655000000000015,32.027510624946615,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.60208834729494,41.85272423998777,42.02199999999994,42.352979245773945,41.83933333333302,42.06111111111199,41.70863008220644,42.125657334399136,42.13599999999999,42.290489997959845,41.97690909090881,42.12200000000044,42.781137070999314,42.13904212800759,42.96533333333333,41.68954783094597,42.71539784946237,43.293000000000035,,42.277195036088656,40.655000000000015,38.640207683872156,40.88029792429791,39.23822222222218,,,,,,,,,,,,,,,,,,,24.089052340497553,24.089052340497553,-40.0,12.14833617689434,61.77034201543547,-0.6000000000000014,43.061474014224714,-76.84210526315802,14.701378693735947,14.701378693735947,70.0,11.030697032887169,56.17165089823904,-0.4000000000000057,45.16189697849249,-76.84210526315802,7.856358108198415,7.856358108198415,36.66666666666667,1.2718644720168844,55.502953537898705,3.299999999999997,50.24985217851638,-56.921373200443014,,,35.55555555555556,8.657208175326916,57.74953266213583,-0.39000000000000057,52.89394686451332,-34.72972972972974,,,,,,,,,,,,,,,,,,,,,,,,,-0.018193741470042823,0.2611294351291139,-0.27932317659915673,42.39333123189301,42.646667210713346,42.91368421052631,46.684,46.684,51.038759431728685,0.5357142857142785,-0.8903205128204448,-2.0690138033563845,0,0,0
885,002049.SZ,20160727,42.55,44.75,42.2,42.84,41.66,1.18,2.83,387803.52,1684303.8552,43.34888700746878,42.193999999999946,41.03911299253111,43.73384934329173,42.193999999999946,40.65415065670816,44.11881167911467,42.193999999999946,40.26918832088522,43.02847749040924,42.08999999999999,41.15152250959074,43.34130332054565,42.08999999999999,40.83869667945433,43.65412915068207,42.08999999999999,40.52587084931791,44.63717719374518,42.98666666666666,41.336156139588134,45.18734736943802,42.98666666666666,40.78598596389529,45.73751754513086,42.98666666666666,40.23581578820245,45.81587651652085,40.64755555555557,35.47923459459029,47.53865017017594,40.64755555555557,33.7564609409352,49.26142382383104,40.64755555555557,32.0336872872801,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.23412017819934,42.18181615999185,42.193999999999946,42.36653866598859,42.11199999999969,41.88888888888978,42.020599554704575,42.25553781905384,42.08999999999999,42.29595836846944,42.10490909090881,42.11266666666711,42.82724014922367,42.18426521652323,42.98666666666666,41.697265889029566,42.707311827957,43.21466666666671,,42.28956437595484,40.64755555555557,38.66022874830011,40.92831990231989,39.28434782608691,,,,,,,,,,,,,,,,,,,30.038082075252408,30.038082075252408,40.0,53.83420101427184,76.38516868153394,0.8600000000000065,59.11051316527127,-50.933333333333245,15.825243850835212,15.825243850835212,20.0,25.94003026472862,65.4764175952968,-0.45999999999999375,53.26820557887133,-50.933333333333245,7.888625522531151,7.888625522531151,33.333333333333336,8.8243805381805,56.82245758210828,0.6400000000000006,52.28604263041817,-50.899742930591216,,,35.55555555555556,10.957367207201376,58.22289140978798,-0.6699999999999946,53.323124708134905,-26.756756756756722,,,,,,,,,,,,,,,,,,,,,,,,,0.0335469147579488,0.21561293105488089,-0.1820660162969321,42.415664670298355,42.64089214720297,42.79768421052631,46.570319999999995,46.570319999999995,47.72870180915446,0.11372549019608101,-0.8108974358973668,-1.8858417264469438,0,0,0
884,002049.SZ,20160728,43.45,43.46,40.2,41.17,42.84,-1.67,-3.9,254191.41,1063183.4241,42.68824235939192,41.76799999999995,40.84775764060798,42.994989812522576,41.76799999999995,40.541010187477326,43.30173726565323,41.76799999999995,40.23426273434667,42.93018220590367,41.94699999999999,40.96381779409631,43.25790960787156,41.94699999999999,40.636090392128416,43.58563700983945,41.94699999999999,40.308362990160525,44.660957263582375,42.959333333333326,41.25770940308428,45.22816524033205,42.959333333333326,40.6905014263346,45.79537321708174,42.959333333333326,40.123293449584914,45.77498075209621,40.62355555555557,35.472130359014926,47.49212248427643,40.62355555555557,33.75498862683471,49.209264216456646,40.62355555555557,32.03784689465449,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.65456541657915,41.84454410666123,41.76799999999995,42.25770419528805,41.770666666666344,41.80000000000091,41.7044601253949,42.058167306498596,41.94699999999999,42.26639662342949,41.93763636363608,42.076333333333785,42.65910667179368,42.118828750941084,42.959333333333326,41.69341859976324,42.59010752688173,43.122208333333376,,42.2649585654943,40.62355555555557,38.675842783340734,40.93980219780218,39.338101449275314,,,,,,,,,,,,,,,,,,,24.62982075302622,24.62982075302622,-20.0,2.996775464121467,50.09550721670912,-2.1299999999999955,39.442764799308996,-78.6813186813187,14.331599245620884,14.331599245620884,-10.0,0.8887977986919263,57.51285536937235,-1.4299999999999997,43.22133437226271,-78.6813186813187,7.684990663130372,7.684990663130372,10.0,1.7795797405077467,51.763679504676986,-0.8200000000000003,49.33011453368768,-72.3650385604113,,,35.55555555555556,9.09293564812397,56.09211402316541,-2.1599999999999966,52.63678847597778,-38.04054054054052,,,,,,,,,,,,,,,,,,,,,,,,,-0.059517208308534464,0.16058690318219782,-0.22010411149073228,41.79283233514918,42.42887719418952,42.69858947368421,46.458913599999995,46.458913599999995,41.780847983134,-0.6993865030674854,-0.7842948717947991,-1.8282587385834868,0,0,0
883,002049.SZ,20160729,41.1,41.1,39.1,39.15,41.17,-2.02,-4.91,140898.79,566471.1807,42.99202516761339,41.20399999999995,39.41597483238651,43.58803355681787,41.20399999999995,38.81996644318203,44.184041946022354,41.20399999999995,38.22395805397755,43.305975093499804,41.704999999999984,40.104024906500165,43.839633457999746,41.704999999999984,39.57036654200022,44.37329182249969,41.704999999999984,39.03670817750028,44.83411387136273,42.879,40.923886128637264,45.48581849515031,42.879,40.272181504849684,46.137523118937885,42.879,39.62047688106211,45.6118911439456,40.54166666666668,35.47144218938776,47.30196596970524,40.54166666666668,33.781367363628114,48.99204079546488,40.54166666666668,32.091292537868476,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.22092269846138,40.94636273777415,41.20399999999995,41.89232599799744,40.89799999999967,41.61444444444536,40.8073928999762,41.52940961440794,41.704999999999984,42.12513145967381,41.42909090909062,41.92266666666713,42.25353260186049,41.92729141217069,42.879,41.655512752423,42.34434408602152,43.00912500000005,,42.19649793768124,40.54166666666668,38.68202126035665,40.907416361416345,39.3988019323671,,,,,,,,,,,,,,,,,,,22.918166590059577,22.918166590059577,-40.0,16.071549938192994,49.037183742514216,-2.8200000000000003,26.241339454668022,-99.11504424778765,13.903028561307798,13.903028561307798,-20.0,10.045892402490011,55.61195875015712,-2.4200000000000017,34.48088822448215,-99.11504424778765,7.490025047063964,7.490025047063964,10.0,1.8360221811381459,52.28257561559957,-2.4100000000000037,46.071040200511064,-98.32904884318772,,,35.55555555555556,8.082840593686004,54.44496112800247,-7.3700000000000045,51.820931647274584,-51.68918918918919,,,,,,,,,,,,,,,,,,,,,,,,,-0.2928920373969959,0.06989111506635907,-0.36278315246335496,41.66069071839172,42.40967253229457,42.55522894736842,46.208557056,46.208557056,37.83804331881021,-0.9750000000000014,-1.00128205128199,-2.3411060452092824,0,0,0
